card_id_a,card_id_b,card_id_c,image_id,location_id,description,street_number,street,city,county,latitude,longitude,notes
D32,520,0,1,1,Davis Island Casino and Pool,,,Tampa,Hillsborough,27.933683,-82.458057,Florida Memories website lists location of De Soto Hotel as Marion Street. This is an approximate address.
D32,521,0,1,1,Gandy Bridge,,,Tampa,Hillsborough,27.889362,-82.458057,Florida Memories website lists location of De Soto Hotel as Marion Street. This is an approximate address.
D32,522,0,1,1,"Open Bridge, Tampa, Fla.",,,Tampa,Hillsborough,27.943016,-82.458057,Florida Memories website lists location of De Soto Hotel as Marion Street. This is an approximate address.
D32,523,0,1,1,"Parlor, Tampa Bay Hotel",,,Tampa,Hillsborough,27.946756,-82.458057,Florida Memories website lists location of De Soto Hotel as Marion Street. This is an approximate address.
D32,524,0,1,1,Franklin Street,,,Tampa,Hillsborough,27.945167,-82.458057,Florida Memories website lists location of De Soto Hotel as Marion Street. This is an approximate address.
D32,525,1,1,1,"Tampa Bay Hotel, Tampa, Fla.",,,Tampa,Hillsborough,27.946756,-82.458057,Florida Memories website lists location of De Soto Hotel as Marion Street. This is an approximate address.
D32,525,2,1,1,"Tampa Bay Hotel, Tampa, Fla.",,,Tampa,Hillsborough,27.946756,-82.458057,Florida Memories website lists location of De Soto Hotel as Marion Street. This is an approximate address.
D32,525,3,1,1,"Tampa Bay Hotel, Tampa, Fla.",,,Tampa,Hillsborough,27.946756,-82.457203,replacing first city hall built in 1890
D32,525,4,1,1,"Tampa Bay Hotel, Tampa, Fla.",,,Tampa,Hillsborough,27.946756,-82.457203,replacing first city hall built in 1890
D32,525,5,1,1,"Tampa Bay Hotel, Tampa, Fla.",,,Tampa,Hillsborough,27.946756,-82.457203,replacing first city hall built in 1890
D32,526,1,1,1,"Tampa Bay Hotel, Tampa, Fla.",,,Tampa,Hillsborough,27.946756,-82.457203,
D32,526,2,1,1,"Tampa Bay Hotel, Tampa, Fla.",,,Tampa,Hillsborough,27.946756,-82.460216,
D32,526,3,1,1,"Tampa Bay Hotel, Tampa, Fla.",,,Tampa,Hillsborough,27.946756,-82.077685,"Cannot be located by one street name: U.S. Highway 92 to the north, Park Road to the west, Coronet Road to the south and Lexie Lane to the east. EPA gives longitude/latitude coordinates."
D32,379,0,1,1,Tampa Bay Hotel,,,Tampa,Hillsborough,27.946756,-82.457203,
D32,381,0,1,1,Church of the Sacred Heart,,,Tampa,Hillsborough,27.9102675,-82.457203,
D32,383,0,1,1,First Congregational Church,,,Tampa,Hillsborough,27.949905,-82.459184,
D32,385,1,1,1,The Bay View Hotel,,,Tampa,Hillsborough,27.9466205,-82.459471,
D32,385,2,1,1,The Bay View Hotel,,,Tampa,Hillsborough,27.9466205,,
D32,385,3,1,1,The Bay View Hotel,,,Tampa,Hillsborough,27.9466205,-82.464014,
D32,387,1,1,1,New City Hall,,,Tampa,Hillsborough,27.947222,-82.464014,
D32,387,2,1,1,New City Hall,,,Tampa,Hillsborough,27.947222,-82.460906,
D32,387,3,1,1,New City Hall,,,Tampa,Hillsborough,27.947222,-82.457203,
D32,389,0,1,1,Stovall Office Building,416,Tampa Street,Tampa,Hillsborough,27.9477211,-82.459184,
D32,391,0,1,1,TAMPA ALLIGATOR FARM,,,Sulphur Springs,Hillsborough,28.020833,-82.459184,
D32,393,1,1,1,The Bridge at Sulphur Springs,,,Sulphur Springs,Hillsborough,28.020833,-82.459184,
D32,393,2,1,1,The Bridge at Sulphur Springs,,,Sulphur Springs,Hillsborough,28.020833,-82.459184,
D32,397,0,1,1,Davis Islands,,,Davis Island,Hillsborough,27.921944,-82.457192,
D32,401,1,1,1,Sulphur Springs,,,Sulphur Springs,Hillsborough,28.020833,-82.458475,
D32,401,2,1,1,Sulphur Springs,,,Sulphur Springs,Hillsborough,28.020833,-82.458475,
D32,401,0,1,1,Sulphur Springs,,,Sulphur Springs,Hillsborough,28.020833,-82.457237,
D32,402,0,1,1,Sulphur Springs,,,Sulphur Springs,Hillsborough,28.020833,-82.457237,
D32,405,0,1,1,Tampa Bay Hotel,,,Tampa,Hillsborough,27.946538,-82.457237,
D32,407,1,1,1,Tampa Bay Hotel and Plant Park,,West Kennedy Boulevard,Tampa,Hillsborough,27.9466288,-82.123367,
D32,407,2,1,1,Tampa Bay Hotel and Plant Park,,West Kennedy Boulevard,Tampa,Hillsborough,27.9466288,-82.460556,
D32,407,3,1,1,Tampa Bay Hotel and Plant Park,,West Kennedy Boulevard,Tampa,Hillsborough,27.9466288,-82.460556,
D32,409,1,1,1,The Dam at Sulphur Springs,,,Sulphur Springs,Hillsborough,28.020833,-82.123938,
D32,409,2,1,1,The Dam at Sulphur Springs,,,Sulphur Springs,Hillsborough,28.020833,-82.111071,could not find exact address. Mapping points represent estimation.
D32,409,3,1,1,The Dam at Sulphur Springs,,,Sulphur Springs,Hillsborough,28.020833,-82.385293,
D32,411,1,1,1,Tampa City Hall,315,East Kennedy Boulevad,Tampa,Hillsborough,27.9477731,-82.385293,
D32,411,2,1,1,Tampa City Hall,315,East Kennedy Boulevad,Tampa,Hillsborough,27.9477731,-82.385293,
D32,413,0,1,1,Sunset Beach,,,Tampa,Hillsborough,27.9200209,-82.457449,
D32,428,0,1,1,"Palm Avenue, Tampa Bay Hotel",,,Tampa,Hillsborough,27.946756,-82.457449,
D32,459,0,1,1,"Veranda, Tampa Bay Hotel",,,Tampa,Hillsborough,27.946756,-82.457449,
D32,460,0,1,1,"Entrance Gates, City Park & Tampa Bay Hotel, Tampa, Fla.",,,Tampa,Hillsborough,27.946756,-82.457717,estimated location based on caption description
D32,417,1,1,1,"De Soto Hotel, Tampa, Fla",,,Tampa,Hillsborough,27.9510152,-82.457717,estimated location based on caption description
D32,417,2,1,1,"De Soto Hotel, Tampa, Fla",,,Tampa,Hillsborough,27.9510152,-82.457717,estimated location based on caption description
D32,418,0,1,1,Landscape view of Tampa from Tampa Bay Hotel,,,Tampa,Hillsborough,27.946538,-82.457717,estimated location based on caption description
D32,419,1,1,1,Sacred Heart Church Altar,,,Tampa,Hillsborough,27.949354,-82.457717,estimated location based on caption description
D32,419,2,1,1,Sacred Heart Church Altar,,,Tampa,Hillsborough,27.949354,-82.464014,
D32,420,0,1,1,Tampa City Hall,,,Tampa,Hillsborough,27.9477731,-82.464014,
D32,421,0,1,1,Plant Park,,,Tampa,Hillsborough,27.946662,-82.464014,
D32,422,1,1,1,German American Club,,,Tampa,Hillsborough,28.002849,-82.464014,
D32,422,2,1,1,German American Club,,,Tampa,Hillsborough,28.002849,-82.452053,
D32,422,3,1,1,German American Club,,,Tampa,Hillsborough,28.002849,-82.452053,
D32,423,0,1,1,Ballast Point,,,Tampa,Hillsborough,27.881511,-82.481522,
D32,424,1,1,1,Courthouse,,,Tampa,Hillsborough,27.951425,-82.481522,
D32,424,2,1,1,Courthouse,,,Tampa,Hillsborough,27.951425,-82.457736,"chose location based on the pictured five and dime store, which was located in the S. H. Kress and CompanyBuilding "
D32,424,3,1,1,Courthouse,,,Tampa,Hillsborough,27.951425,-82.457736,"chose location based on the pictured five and dime store, which was located in the S. H. Kress and CompanyBuilding "
D32,424,4,1,1,Courthouse,,,Tampa,Hillsborough,27.951425,-82.457736,"chose location based on the pictured five and dime store, which was located in the S. H. Kress and CompanyBuilding "
D32,425,0,1,1,Pool,,,Tampa,Hillsborough,28.020833,-82.457736,"chose location based on the pictured five and dime store, which was located in the S. H. Kress and CompanyBuilding "
D32,426,1,1,1,Tampa Bay Hotel,,,Tampa,Hillsborough,27.946756,-82.481522,
D32,426,2,1,1,Tampa Bay Hotel,,,Tampa,Hillsborough,27.946756,-82.481522,
D32,426,3,1,1,Tampa Bay Hotel,,,Tampa,Hillsborough,27.946756,-82.481053,
D32,427,1,1,1,Church of the Sacred Heart,,,Tampa,Hillsborough,27.9102675,-82.464014,
D32,427,2,1,1,Church of the Sacred Heart,,,Tampa,Hillsborough,27.9102675,-82.363322,
D32,429,1,1,1,Majestic Hotel,,,Tampa,Hillsborough,28.004713,-82.363322,
D32,429,2,1,1,Majestic Hotel,,,Tampa,Hillsborough,28.004713,,There is no specific point of reference for this location. I think it is along the Hillsborough River?
D32,429,3,1,1,Majestic Hotel,,,Tampa,Hillsborough,28.004713,-82.464014,
D32,430,1,1,1,Private Homes,,Grand Central Avenue,Tampa,Hillsborough,27.94484,-82.464014,
D32,430,2,1,1,Private Homes,,Grand Central Avenue,Tampa,Hillsborough,27.94484,-82.464014,
D32,558,1,1,1,Steamer Boats on Tampa Bay,,,Tampa,Hillsborough,27.772469,-82.45856,location from Giddens Clothing Company building (pictured in postcard)
D32,558,2,1,1,Steamer Boats on Tampa Bay,,,Tampa,Hillsborough,27.772469,-82.428215,
D32,559,0,1,1,Hotel Colonial,,,Plant City,Hillsborough,28.019459,-82.464014,used Tampa Bay Hotel coordinates
D32,560,0,1,1,Villa Morrison,,,Tampa,Hillsborough,27.954123,-82.481522,
D32,561,0,1,1,Tampa Bay Hotel Rotunda,,,Tampa,Hillsborough,27.946538,-82.481522,
D32,562,0,1,1,Banana tree and woman in front of a house,,,Tampa,Hillsborough,27.954123,,location cannot be identified. Not one particular location.
D32,563,1,1,1,People on canoe on Hillsboro River,,,Tampa,Hillsborough,28.031312,-82.45856,
D32,563,2,1,1,People on canoe on Hillsboro River,,,Tampa,Hillsborough,28.031312,-82.545946,
D32,564,0,1,1,Construction workers working on concrete curb,,Old Bayshore Boulevard,Tampa,Hillsborough,27.887234,-82.545946,
D32,566,1,1,1,Hotel Thomas Jefferson,,,Tampa,Hillsborough,27.954123,-82.481522,
D32,566,2,1,1,Hotel Thomas Jefferson,,,Tampa,Hillsborough,27.954123,-82.464014,
D32,567,0,1,1,Bridge and Tampa Bay Hotel,,,Tampa,Hillsborough,27.946756,-82.464014,
D32,568,0,1,1,Davis Islands,,,Tampa,Hillsborough,27.922944,-82.545946,"chose Port Tampa as location, but Steamer Gypsy also connected with Pass-a-Grille and St. Pete. Not sure if this card should be in the Hillsborough or Pinellas files. "
D32,569,0,1,1,Franklin Street,,Franklin Street,Tampa,Hillsborough,27.943543,-82.380129,
D32,570,1,1,1,"Reynolds and Evers Streets, Hotel Colonial",,Reynolds And Evers Streets,Plant City,Hillsborough,28.019459,-82.380129,
D32,570,2,1,1,"Reynolds and Evers Streets, Hotel Colonial",,Reynolds And Evers Streets,Plant City,Hillsborough,28.019459,-82.380129,
D32,571,1,1,1,Main entrance Tampa Bay Hotel with people,,,Tampa,Hillsborough,27.946756,-82.481522,
D32,571,2,1,1,Main entrance Tampa Bay Hotel with people,,,Tampa,Hillsborough,27.946756,-82.481522,
D32,572,0,1,1,Sacred Heart Church Altar,,,Tampa,Hillsborough,27.949354,-82.481522,
D32,573,0,1,1,Aegean Ave and buildings,,,Davis Island,Hillsborough,27.934237,-82.464014,
D32,574,1,1,1,St. Andrews Church front and side,,,Tampa,Hillsborough,27.938013,-82.545946,
D32,574,2,1,1,St. Andrews Church front and side,,,Tampa,Hillsborough,27.938013,-82.456367,
D32,575,1,1,1,Tourists on Lafayette Street Bridge,,Lafayette Street,Tampa,Hillsborough,28.246705,-82.457306,
D32,575,2,1,1,Tourists on Lafayette Street Bridge,,Lafayette Street,Tampa,Hillsborough,28.246705,-82.457306,
D32,575,3,1,1,Tourists on Lafayette Street Bridge,,Lafayette Street,Tampa,Hillsborough,28.246705,-82.457306,
D32,575,4,1,1,Tourists on Lafayette Street Bridge,,Lafayette Street,Tampa,Hillsborough,28.246705,-82.460325,
D32,576,0,1,1,Boats in water at port of Tampa,,,Tampa,Hillsborough,27.863466,,"I suspect that this is Ballast Point or the Hillsborough River, but there is no identifying information in regards to place."
D32,577,1,1,1,Exterior of Sacred Heart Church,,,Tampa,Hillsborough,27.949354,-82.458424,Address chosen from Palmetto Hotel (pictured) on street and information handwritten about its location: NE corner of Florida and Polk. 
D32,577,2,1,1,Exterior of Sacred Heart Church,,,Tampa,Hillsborough,27.949354,-82.45111,
D32,577,3,1,1,Exterior of Sacred Heart Church,,,Tampa,Hillsborough,27.949354,-82.45111,
D32,577,4,1,1,Exterior of Sacred Heart Church,,,Tampa,Hillsborough,27.949354,-82.428215,
D32,578,1,1,1,Exterior of Tampa Yacht Club,,,Tampa,Hillsborough,27.949728,-82.428215,
D32,578,2,1,1,Exterior of Tampa Yacht Club,,,Tampa,Hillsborough,27.949728,-82.428215,
D32,580,1,1,1,Exterior of a House on Ballast Point,,,Tampa,Hillsborough,27.881511,-82.457203,
D32,580,2,1,1,Exterior of a House on Ballast Point,,,Tampa,Hillsborough,27.881511,-82.457203,
D32,582,1,1,1,Lafayette bridge and surrounding landscape,,,Tampa,Hillsborough,28.246705,,There is no specific point of reference for this location. It is a streetview which faces the front of Tampa Bay Hotel. 
D32,582,2,1,1,Lafayette bridge and surrounding landscape,,,Tampa,Hillsborough,28.246705,,There is no specific point of reference for this location. It is a streetview which faces the front of Tampa Bay Hotel. 
D32,582,3,1,1,Lafayette bridge and surrounding landscape,,,Tampa,Hillsborough,28.246705,-82.533078,
D32,582,4,1,1,Lafayette bridge and surrounding landscape,,,Tampa,Hillsborough,28.246705,,cannot determine location from information provided
D32,583,0,1,1,Pineapple farm,,,Tampa,Hillsborough,27.954123,,cannot determine location from information provided
D32,584,1,1,1,Memorial Highway,,,Tampa,Hillsborough,27.944997,-82.464014,
D32,584,2,1,1,Memorial Highway,,,Tampa,Hillsborough,27.944997,-82.557743,used google map coordinates for Gandy Bridge.
D32,585,1,1,1,Garrison and landscape with people,,,Tampa,Hillsborough,27.941133,-82.557743,used google map coordinates for Gandy Bridge.
D32,585,2,1,1,Garrison and landscape with people,,,Tampa,Hillsborough,27.941133,-82.557743,used google map coordinates for Gandy Bridge.
D32,586,1,1,1,Ballast Point Park,,,Tampa,Hillsborough,27.881511,-82.468435,approximate coordinates based on information from historic marker: original field located north of Cass Street between North Blvd and Hillsborough River
D32,586,2,1,1,Ballast Point Park,,,Tampa,Hillsborough,27.881511,-82.466879,coordinates are approximate
D32,588,0,1,1,"Citizens Bank & Trust Co. Building, Tampa, Fla.",,,Tampa,Hillsborough,27.071414,-82.449167,
D32,380,0,1,1,Tampa Bay Hotel,401,West Kennedy Boulevard,Tampa,Hillsborough,27.945472,,cannot determine location from information provided
D32,382,0,1,1,Toboggan Slide at Sulphur Springs Park,713,East Bird Street,Tampa,Hillsborough,28.021464,-82.464014,
D32,386,1,1,1,Toboggan Slide at Sulphur Springs Park,713,East Bird Street,Tampa,Hillsborough,28.021464,-82.462808,
D32,386,2,1,1,Toboggan Slide at Sulphur Springs Park,713,East Bird Street,Tampa,Hillsborough,28.021464,-82.451729,coordinates are approximate
D32,390,1,1,1,Hyde Park Avenue,600-698,South Hyde Park Avenue,Tampa,Hillsborough,27.938814,-82.545946,
D32,390,2,1,1,Hyde Park Avenue,600-698,South Hyde Park Avenue,Tampa,Hillsborough,27.938814,-82.45656,coordinates are approximate
D32,390,3,1,1,Hyde Park Avenue,600-698,South Hyde Park Avenue,Tampa,Hillsborough,27.938814,-82.545946,
D32,394,0,1,1,Rocky Point Golf Club,4151,Dana Shores Drive,Tampa,Hillsborough,27.977824,-82.545946,
D32,401,1,1,1,Sulphur Springs,,,Tampa,Hillsborough,28.025,,no location given
D32,401,2,1,1,Sulphur Springs,,,Tampa,Hillsborough,28.025,-82.438546,
D32,406,1,1,1,Hillsborough River,,,Tampa,Hillsborough,28.034797,-82.468435,approximate coordinates based on information from historic marker: original field located north of Cass Street between North Blvd and Hillsborough River
D32,406,2,1,1,Hillsborough River,,,Tampa,Hillsborough,28.034797,-82.462808,
D32,406,3,1,1,Hillsborough River,,,Tampa,Hillsborough,28.034797,-82.455278,
D32,406,4,1,1,Hillsborough River,,,Tampa,Hillsborough,28.034797,-82.423429,
D32,410,0,1,1,Tampa Bay Hotel,401,West Kennedy Boulevard,Tampa,Hillsborough,27.945472,-82.426487,Buffalo Ave is now MLK Blvd
D32,414,1,1,1,Tampa Heights Seventh Avenue,,East Seventh Avenue,Tampa,Hillsborough,27.960675,-82.198459,Lovers' Lane now Thonotosassa Road
D32,32,2,1,1,Tampa Heights Seventh Avenue,,East Seventh Avenue,Tampa,Hillsborough,27.960675,-82.457192,
D32,32,3,1,1,Tampa Heights Seventh Avenue,,East Seventh Avenue,Tampa,Hillsborough,27.960675,-82.457306,Sacred Heart coordinates
D32,419,1,1,1,Sacred Heart Catholic Church,509,North Florida Avenue,Tampa,Hillsborough,27.949652,-82.545946,
D32,419,2,1,1,Sacred Heart Catholic Church,509,North Florida Avenue,Tampa,Hillsborough,27.949652,-82.457192,
D32,423,,1,1,Ballast Point,5300,Interbay Boulevard,Tampa,Hillsborough,27.889356,-82.482956,today: part of Hyde Park
D32,427,1,1,1,Sacred Heart Catholic Church,509,North Florida Avenue,Tampa,Hillsborough,27.949652,-82.458626,
D32,427,2,1,1,Sacred Heart Catholic Church,509,North Florida Avenue,Tampa,Hillsborough,27.949652,-82.428215,
D32,432,,1,1,Palma Ceia Springs,2802,Bayshore Boulevard,Tampa,Hillsborough,27.922571,-82.468602,
D32,436,,1,1,Ballast Point,5300,Interbay Boulevard,Tampa,Hillsborough,27.889356,-82.457992,
D32,443,,1,1,Bayshore Boulevard,5229-5299,Bayshore Boulevard,Tampa,Hillsborough,27.887177,-82.457166,
D32,447,1,1,1,De Soto Hotel,905,North Marion Street,Tampa,Hillsborough,27.952623,-82.485742,"festival originally located at Florida State Fair, moved locations in 1970s. Parade down Bayshore Blvd. coordinates are an estimate."
D32,447,2,1,1,De Soto Hotel,905,North Marion Street,Tampa,Hillsborough,27.952623,-82.46392,coordinates are approximate
D32,447,3,1,1,De Soto Hotel,905,North Marion Street,Tampa,Hillsborough,27.952623,-82.58367,coordinates are approximate
D32,447,4,1,1,De Soto Hotel,905,North Marion Street,Tampa,Hillsborough,27.952623,-82.545946,placed banana shipment at Port of Tampa
D32,447,5,1,1,De Soto Hotel,905,North Marion Street,Tampa,Hillsborough,27.952623,-82.58367,coordinates are approximate
D32,447,6,1,1,De Soto Hotel,905,North Marion Street,Tampa,Hillsborough,27.952623,-82.58367,coordinates are approximate
D32,447,7,1,1,De Soto Hotel,905,North Marion Street,Tampa,Hillsborough,27.952623,-82.58367,coordinates are approximate
D32,452,0,1,1,De Soto Hotel,,North Marion Street,Tampa,Hillsborough,27.952623,-82.437273,
D32,431,1,1,1,"Elk's Home, City Courthouse, New City Hall",306,East Jackson Street,Tampa,Hillsborough,27.947871,-82.545946,placed banana shipment at Port of Tampa
D32,431,2,1,1,"Elk's Home, City Courthouse, New City Hall",306,East Jackson Street,Tampa,Hillsborough,27.947871,-82.545946,
D32,431,3,1,1,"Elk's Home, City Courthouse, New City Hall",306,East Jackson Street,Tampa,Hillsborough,27.947871,-82.545946,
D32,433,0,1,1,City Courthouse,306,East Jackson Street,Tampa,Hillsborough,27.947871,-82.363322,
D32,434,0,1,1,Convent Holy Names,,Franklin And Harrison Streets,Tampa,Hillsborough,27.953136,-82.363322,
D32,435,0,1,1,Coronet Phosphate Plant,,,Plant City,Hillsborough,27.979586,-82.363322,
D32,437,1,1,1,City Courthouse,306,East Jackson Street,Tampa,Hillsborough,27.947871,-82.472801,now called Babe Zaharias Golf Course.
D32,437,2,1,1,City Courthouse,306,East Jackson Street,Tampa,Hillsborough,27.947871,-82.454568,
D32,438,0,1,1,Franklin Street,610,Franklin Street,Tampa,Hillsborough,27.949602,-82.450932,
D32,439,1,1,1,Strand Theatre,200,East Twiggs Street,Tampa,Hillsborough,27.949173,-82.459184,coordinates are approximate
D32,439,2,1,1,Strand Theatre,,,,,,-82.363322,
D32,472,1,1,1,Tampa Bay Hotel,401,West Kennedy Boulevard,Tampa,Hillsborough,27.945472,-82.363322,"festival originally located at Florida State Fair, moved locations in 1970s. "
D32,472,2,1,1,Tampa Bay Hotel,401,West Kennedy Boulevard,Tampa,Hillsborough,27.945472,-82.485742,coordinates are approximate
D32,474,0,1,1,Lafayette Bridge,,Kennedy Bridge,Tampa,Hillsborough,27.946398,-82.454896,coordinates are approximate
D32,475,0,1,1,City Hall,306,East Jackson Street,Tampa,Hillsborough,27.947871,-82.485742,coordinates are approximate
D32,476,1,1,1,Franklin Street,610,Franklin Street,Tampa,Hillsborough,27.949602,-82.458362,
D32,476,2,1,1,Franklin Street,610,Franklin Street,Tampa,Hillsborough,27.949602,-82.457203,
D32,476,3,1,1,Franklin Street,610,Franklin Street,Tampa,Hillsborough,27.949602,-82.457203,
D32,476,4,1,1,Franklin Street,610,Franklin Street,Tampa,Hillsborough,27.949602,-82.457203,brick building
D32,477,0,1,1,Tampa Terrace Hotel,411,North Florida Avenue At Lafayette Street,Tampa,Hillsborough,27.948489,-82.457203,
D32,479,1,1,1,Bay View Hotel,218,Jackson Street,Tampa,Hillsborough,27.946642,-82.457203,
D32,479,2,1,1,Bay View Hotel,218,Jackson Street,Tampa,Hillsborough,27.946642,-82.457203,
D32,490,1,1,1,Elk's Club,,Florida Avenue Between Lafayette Street And Madison Street,Tampa,Hillsborough,27.948557,-82.457203,
D32,490,2,1,1,Elk's Club,,Florida Avenue Between Lafayette Street And Madison Street,Tampa,Hillsborough,27.948557,-82.457203,
D32,490,3,1,1,Elk's Club,,Florida Avenue Between Lafayette Street And Madison Street,Tampa,Hillsborough,27.948557,-82.457203,
D32,678,0,1,1,Rose Lawn Hotel,,Reynold Street,Plant City,Hillsborough,28.016344,-82.457203,
D32,679,1,1,1,Tampa Free Library,102,East Seventh Avenue,Tampa,Hillsborough,27.960278,-82.457203,
D32,679,2,1,1,Tampa Free Library,102,East Seventh Avenue,Tampa,Hillsborough,27.960278,-82.457203,
D32,680,0,1,1,Plant City High School,605,North Collins Street,Plant City,Hillsborough,28.019283,-82.457203,
D32,681,0,1,1,Robinson House,,South Drane Street,Plant City,Hillsborough,28.017359,-82.457203,
D32,682,1,1,1,Temple Terraces Country Club,200,Inverness Avenue,Temple Terrace,Hillsborough,28.036375,-82.457203,
D32,682,2,1,1,Temple Terraces Country Club,200,Inverness Avenue,Temple Terrace,Hillsborough,28.036375,-82.457203,
D32,682,3,1,1,Temple Terraces Country Club,200,Inverness Avenue,Temple Terrace,Hillsborough,28.036375,-82.457203,
D32,683,0,1,1,Hillsboro Hotel,512,North Florida Avenue,Tampa,Hillsborough,27.949046,-82.457203,
D32,684,1,1,1,Hillsboro Hotel,512,North Florida Avenue,Tampa,Hillsborough,27.949046,-82.457203,
D32,684,2,1,1,Hillsboro Hotel,512,North Florida Avenue,Tampa,Hillsborough,27.949046,-82.457203,
D32,635,1,1,1,Twiggs Street,498,East Twiggs Street,Tampa,Hillsborough,27.949481,-82.457203,coordinates are approximate
D32,635,2,1,1,Twiggs Street,498,East Twiggs Street,Tampa,Hillsborough,27.949481,-82.457203,
D32,635,3,1,1,Twiggs Street,498,East Twiggs Street,Tampa,Hillsborough,27.949481,-82.457203,
D32,635,4,1,1,Twiggs Street,498,East Twiggs Street,Tampa,Hillsborough,27.949481,-82.454972,
D32,635,5,1,1,Twiggs Street,498,East Twiggs Street,Tampa,Hillsborough,27.949481,-82.454972,
D32,687,1,1,1,Tampa Bay Hotel,401,West Kennedy Boulevard,Tampa,Hillsborough,27.945472,-82.454972,
D32,687,2,1,1,Tampa Bay Hotel,401,West Kennedy Boulevard,Tampa,Hillsborough,27.945472,-82.454972,
D32,687,3,1,1,Tampa Bay Hotel,401,West Kennedy Boulevard,Tampa,Hillsborough,27.945472,-82.454972,
D32,687,4,1,1,Tampa Bay Hotel,401,West Kennedy Boulevard,Tampa,Hillsborough,27.945472,-82.454972,
D32,688,1,1,1,Sulphur Springs,713,East Bird Street,Tampa,Hillsborough,28.021464,-82.454972,
D32,688,2,1,1,Sulphur Springs,713,East Bird Street,Tampa,Hillsborough,28.021464,-82.457203,
D32,690,1,1,1,Ballast Point,5300,Interbay Boulevard,Tampa,Hillsborough,27.889356,-82.454896,coordinates are approximate
D32,690,2,1,1,Ballast Point,5300,Interbay Boulevard,Tampa,Hillsborough,27.889356,-82.363322,
D32,691,1,1,1,Franklin Street,811,North Franklin Street,Tampa,Hillsborough,27.949673,-82.454972,
D32,691,2,1,1,Franklin Street,811,North Franklin Street,Tampa,Hillsborough,27.949673,-82.459115,
D32,691,3,1,1,Franklin Street,811,North Franklin Street,Tampa,Hillsborough,27.949673,-82.443965,
D32,691,4,1,1,Franklin Street,811,North Franklin Street,Tampa,Hillsborough,27.949673,-82.457192,
D32,692,1,1,1,Ballast Point,5300,Interbay Boulevard,Tampa,Hillsborough,27.889356,-82.454798,
D32,692,2,1,1,Ballast Point,5300,Interbay Boulevard,Tampa,Hillsborough,27.889356,-82.106841,coordinates are approximate
D32,693,0,1,1,Tampa Yacht and Country Club,5320,Interbay Boulevard,Tampa,Hillsborough,27.888531,-82.458626,
D32,694,0,1,1,Tampa Bay Hotel,401,West Kennedy Boulevard,Tampa,Hillsborough,27.945472,-82.464014,
D32,696,1,1,1,South Florida Fair Grounds,4800,US South Highway 301 North,Tampa,Hillsborough,27.987983,-82.45353,
D32,696,2,1,1,South Florida Fair Grounds,4800,US South Highway 301 North,Tampa,Hillsborough,27.987983,-82.457203,
D32,700,0,1,1,Bird's Eye View of Tampa,,,,,,-82.458057,Florida Memories website lists location of De Soto Hotel as Marion Street. This is an approximate address.
D32,701,1,1,1,Tampa Bay Hotel,401,West Kennedy Boulevard,Tampa,Hillsborough,27.945472,-82.457203,
D32,701,2,1,1,Tampa Bay Hotel,401,West Kennedy Boulevard,Tampa,Hillsborough,27.945472,-82.459903,
D32,702,0,1,1,Tampa Bay Hotel,401,West Kennedy Boulevard,Tampa,Hillsborough,27.945472,-82.422629,
D32,703,0,1,1,Franklin Street,400,North Franklin Street,Tampa,Hillsborough,27.948212,-82.422629,
D32,705,0,1,1,DeSoto Park,2617,Corrine Street,Tampa,Hillsborough,27.948809,-82.422629,
D32,706,0,1,1,yacht sailing in front of Tampa Bay Hotel,401,West Kennedy Boulevard,Tampa,Hillsborough,27.945472,-82.485742,Parade down Bayshore Blvd. coordinates are an estimate.
D32,707,1,1,1,Ballast Point,5300,Interbay Boulevard,Tampa,Hillsborough,27.889356,-82.485742,Parade down Bayshore Blvd. coordinates are an estimate.
D32,707,2,1,1,Ballast Point,5300,Interbay Boulevard,Tampa,Hillsborough,27.889356,-82.485742,Parade down Bayshore Blvd. coordinates are an estimate.
D32,708,0,1,1,,,,,,,-82.485742,Parade down Bayshore Blvd. coordinates are an estimate.
D32,709,0,1,1,Franklin Street,400,North Franklin Street,Tampa,Hillsborough,27.948212,-82.485742,Parade down Bayshore Blvd. coordinates are an estimate.
D32,710,1,1,1,Port Tampa,6087,Port Tampa Drive,Tampa,Hillsborough,27.863882,-82.45111,not able to determine exact location of trail. Used wikipedia demographics for coordinates.
D32,710,2,1,1,Port Tampa,6087,Port Tampa Drive,Tampa,Hillsborough,27.863882,-82.56983,coordinates are approximate
D32,711,0,1,1,Ballast Point,5300,Interbay Boulevard,Tampa,Hillsborough,27.889356,-82.458424,coordinates are approximate
D32,712,1,1,1,Tampa Bay Hotel,401,West Kennedy Boulevard,Tampa,Hillsborough,27.945472,-82.458345,
D32,712,2,1,1,Tampa Bay Hotel,401,West Kennedy Boulevard,Tampa,Hillsborough,27.945472,-82.760833,"I'm not sure if this card should not be in another group, not Hillsborough Co."
D32,715,0,1,1,Port Tampa,6087,Port Tampa Drive,Tampa,Hillsborough,27.863882,-82.458897,
D32,716,1,1,1,Cody Fowler House,313,Sleepy Hollow Avenue,Temple Terrace,Hillsborough,28.041212,-82.458897,
D32,716,2,1,1,Cody Fowler House,313,Sleepy Hollow Avenue,Temple Terrace,Hillsborough,28.041212,-82.458897,
D32,716,3,1,1,Cody Fowler House,313,Sleepy Hollow Avenue,Temple Terrace,Hillsborough,28.041212,-82.458897,
